arm,fam,src,n,order,rep,round,investor,trustee,sent,sent_comm,received,received_comm,returned,returned_comm,ret_ratio,ret_ratio_seen,loss_seen,investor_payoff_comm
GPT-5 Nano,gpt,september,8,game,0,8,Agent_6,Agent_2,0.0,0.0,0.0,0.0,0.0,0.0,,,False,5.0
GPT-5 Nano,gpt,september,8,game,0,8,Agent_8,Agent_7,0.0,0.0,0.0,0.0,0.0,0.0,,,False,5.0
GPT-5 Nano,gpt,september,8,game,0,8,Agent_4,Agent_5,0.0,0.0,0.0,0.0,0.0,0.0,,,False,5.0
GPT-5 Nano,gpt,september,8,game,0,9,Agent_8,Agent_1,0.0,0.0,0.0,0.0,0.0,0.0,,,False,5.0
GPT-5 Nano,gpt,september,8,game,0,9,Agent_2,Agent_5,0.0,0.0,0.0,0.0,0.0,0.0,,,False,5.0
GPT-5 Nano,gpt,september,8,game,0,9,Agent_7,Agent_3,0.0,0.0,0.0,0.0,0.0,0.0,,,False,5.0
GPT-5 Nano,gpt,september,8,game,0,9,Agent_4,Agent_6,0.0,0.0,0.0,0.0,0.0,0.0,,,False,5.0
GPT-5 Nano,gpt,september,8,game,0,10,Agent_5,Agent_8,0.0,0.0,0.0,0.0,0.0,0.0,,,False,5.0
GPT-5 Nano,gpt,september,8,game,0,10,Agent_1,Agent_2,0.0,0.0,0.0,0.0,0.0,0.0,,,False,5.0
GPT-5 Nano,gpt,september,8,game,0,10,Agent_6,Agent_4,0.0,0.0,0.0,0.0,0.0,0.0,,,False,5.0
GPT-5 Nano,gpt,september,8,game,0,10,Agent_3,Agent_7,0.0,0.0,0.0,0.0,0.0,0.0,,,False,5.0
GPT-5 Nano,gpt,september,8,game,1,1,Agent_6,Agent_2,0.0,0.0,0.0,0.0,0.0,0.0,,,False,5.0
GPT-5 Nano,gpt,september,8,game,1,1,Agent_3,Agent_8,0.0,0.0,0.0,0.0,0.0,0.0,,,False,5.0
GPT-5 Nano,gpt,september,8,game,1,1,Agent_1,Agent_5,0.0,0.0,0.0,0.0,0.0,0.0,,,False,5.0
GPT-5 Nano,gpt,september,8,game,1,1,Agent_7,Agent_4,0.0,0.0,0.0,0.0,0.0,0.0,,,False,5.0
GPT-5 Nano,gpt,september,8,game,1,2,Agent_2,Agent_7,0.0,0.0,0.0,0.0,0.0,0.0,,,False,5.0
GPT-5 Nano,gpt,september,8,game,1,2,Agent_8,Agent_1,0.0,0.0,0.0,0.0,0.0,0.0,,,False,5.0
GPT-5 Nano,gpt,september,8,game,1,2,Agent_4,Agent_6,0.0,0.0,0.0,0.0,0.0,0.0,,,False,5.0
GPT-5 Nano,gpt,september,8,game,1,2,Agent_5,Agent_3,0.0,0.0,0.0,0.0,0.0,0.0,,,False,5.0
GPT-5 Nano,gpt,september,8,game,1,3,Agent_8,Agent_6,0.0,0.0,0.0,0.0,0.0,0.0,,,False,5.0
GPT-5 Nano,gpt,september,8,game,1,3,Agent_5,Agent_2,0.0,0.0,0.0,0.0,0.0,0.0,,,False,5.0
GPT-5 Nano,gpt,september,8,game,1,3,Agent_1,Agent_3,0.0,0.0,0.0,0.0,0.0,0.0,,,False,5.0
GPT-5 Nano,gpt,september,8,game,1,3,Agent_7,Agent_4,0.0,0.0,0.0,0.0,0.0,0.0,,,False,5.0
GPT-5 Nano,gpt,september,8,game,1,4,Agent_2,Agent_8,0.0,0.0,0.0,0.0,0.0,0.0,,,False,5.0
GPT-5 Nano,gpt,september,8,game,1,4,Agent_6,Agent_1,0.0,0.0,0.0,0.0,0.0,0.0,,,False,5.0
GPT-5 Nano,gpt,september,8,game,1,4,Agent_4,Agent_5,0.0,0.0,0.0,0.0,0.0,0.0,,,False,5.0
GPT-5 Nano,gpt,september,8,game,1,4,Agent_3,Agent_7,0.0,0.0,0.0,0.0,0.0,0.0,,,False,5.0
GPT-5 Nano,gpt,september,8,game,1,5,Agent_7,Agent_8,0.0,0.0,0.0,0.0,0.0,0.0,,,False,5.0
GPT-5 Nano,gpt,september,8,game,1,5,Agent_5,Agent_4,0.0,0.0,0.0,0.0,0.0,0.0,,,False,5.0
GPT-5 Nano,gpt,september,8,game,1,5,Agent_2,Agent_1,0.0,0.0,0.0,0.0,0.0,0.0,,,False,5.0
GPT-5 Nano,gpt,september,8,game,1,5,Agent_3,Agent_6,0.0,0.0,0.0,0.0,0.0,0.0,,,False,5.0
GPT-5 Nano,gpt,september,8,game,1,6,Agent_8,Agent_5,0.0,0.0,0.0,0.0,0.0,0.0,,,False,5.0
GPT-5 Nano,gpt,september,8,game,1,6,Agent_4,Agent_2,0.0,0.0,0.0,0.0,0.0,0.0,,,False,5.0
GPT-5 Nano,gpt,september,8,game,1,6,Agent_1,Agent_3,0.0,0.0,0.0,0.0,0.0,0.0,,,False,5.0
GPT-5 Nano,gpt,september,8,game,1,6,Agent_6,Agent_7,0.0,0.0,0.0,0.0,0.0,0.0,,,False,5.0
GPT-5 Nano,gpt,september,8,game,1,7,Agent_1,Agent_4,0.0,0.0,0.0,0.0,0.0,0.0,,,False,5.0
GPT-5 Nano,gpt,september,8,game,1,7,Agent_8,Agent_7,0.0,0.0,0.0,0.0,0.0,0.0,,,False,5.0
GPT-5 Nano,gpt,september,8,game,1,7,Agent_6,Agent_5,0.0,0.0,0.0,0.0,0.0,0.0,,,False,5.0
GPT-5 Nano,gpt,september,8,game,1,7,Agent_3,Agent_2,0.0,0.0,0.0,0.0,0.0,0.0,,,False,5.0
GPT-5 Nano,gpt,september,8,game,1,8,Agent_4,Agent_8,0.0,0.0,0.0,0.0,0.0,0.0,,,False,5.0
GPT-5 Nano,gpt,september,8,game,1,8,Agent_2,Agent_1,0.0,0.0,0.0,0.0,0.0,0.0,,,False,5.0
GPT-5 Nano,gpt,september,8,game,1,8,Agent_7,Agent_3,0.0,0.0,0.0,0.0,0.0,0.0,,,False,5.0
GPT-5 Nano,gpt,september,8,game,1,8,Agent_5,Agent_6,0.0,0.0,0.0,0.0,0.0,0.0,,,False,5.0
GPT-5 Nano,gpt,september,8,game,1,9,Agent_4,Agent_8,0.0,0.0,0.0,0.0,0.0,0.0,,,False,5.0
GPT-5 Nano,gpt,september,8,game,1,9,Agent_6,Agent_3,0.0,0.0,0.0,0.0,0.0,0.0,,,False,5.0
GPT-5 Nano,gpt,september,8,game,1,9,Agent_7,Agent_5,0.0,0.0,0.0,0.0,0.0,0.0,,,False,5.0
GPT-5 Nano,gpt,september,8,game,1,9,Agent_1,Agent_2,0.0,0.0,0.0,0.0,0.0,0.0,,,False,5.0
GPT-5 Nano,gpt,september,8,game,1,10,Agent_5,Agent_7,0.0,0.0,0.0,0.0,0.0,0.0,,,False,5.0
GPT-5 Nano,gpt,september,8,game,1,10,Agent_3,Agent_4,0.0,0.0,0.0,0.0,0.0,0.0,,,False,5.0
GPT-5 Nano,gpt,september,8,game,1,10,Agent_8,Agent_1,0.0,0.0,0.0,0.0,0.0,0.0,,,False,5.0
GPT-5 Nano,gpt,september,8,game,1,10,Agent_2,Agent_6,0.0,0.0,0.0,0.0,0.0,0.0,,,False,5.0
GPT-5 Nano,gpt,september,8,game,2,1,Agent_4,Agent_6,0.0,0.0,0.0,0.0,0.0,0.0,,,False,5.0
GPT-5 Nano,gpt,september,8,game,2,1,Agent_7,Agent_5,0.0,0.0,0.0,0.0,0.0,0.0,,,False,5.0
GPT-5 Nano,gpt,september,8,game,2,1,Agent_1,Agent_8,0.0,0.0,0.0,0.0,0.0,0.0,,,False,5.0
GPT-5 Nano,gpt,september,8,game,2,1,Agent_2,Agent_3,0.0,0.0,0.0,0.0,0.0,0.0,,,False,5.0
GPT-5 Nano,gpt,september,8,game,2,2,Agent_6,Agent_1,0.0,0.0,0.0,0.0,0.0,0.0,,,False,5.0
GPT-5 Nano,gpt,september,8,game,2,2,Agent_5,Agent_4,0.0,0.0,0.0,0.0,0.0,0.0,,,False,5.0
GPT-5 Nano,gpt,september,8,game,2,2,Agent_8,Agent_7,0.0,0.0,0.0,0.0,0.0,0.0,,,False,5.0
GPT-5 Nano,gpt,september,8,game,2,2,Agent_3,Agent_2,0.0,0.0,0.0,0.0,0.0,0.0,,,False,5.0
GPT-5 Nano,gpt,september,8,game,2,3,Agent_3,Agent_1,0.0,0.0,0.0,0.0,0.0,0.0,,,False,5.0
GPT-5 Nano,gpt,september,8,game,2,3,Agent_6,Agent_2,0.0,0.0,0.0,0.0,0.0,0.0,,,False,5.0
GPT-5 Nano,gpt,september,8,game,2,3,Agent_7,Agent_4,0.0,0.0,0.0,0.0,0.0,0.0,,,False,5.0
GPT-5 Nano,gpt,september,8,game,2,3,Agent_5,Agent_8,0.0,0.0,0.0,0.0,0.0,0.0,,,False,5.0
GPT-5 Nano,gpt,september,8,game,2,4,Agent_8,Agent_3,0.0,0.0,0.0,0.0,0.0,0.0,,,False,5.0
GPT-5 Nano,gpt,september,8,game,2,4,Agent_4,Agent_6,0.0,0.0,0.0,0.0,0.0,0.0,,,False,5.0
GPT-5 Nano,gpt,september,8,game,2,4,Agent_1,Agent_7,0.0,0.0,0.0,0.0,0.0,0.0,,,False,5.0
GPT-5 Nano,gpt,september,8,game,2,4,Agent_2,Agent_5,0.0,0.0,0.0,0.0,0.0,0.0,,,False,5.0
GPT-5 Nano,gpt,september,8,game,2,5,Agent_8,Agent_1,0.0,0.0,0.0,0.0,0.0,0.0,,,False,5.0
GPT-5 Nano,gpt,september,8,game,2,5,Agent_6,Agent_5,0.0,0.0,0.0,0.0,0.0,0.0,,,False,5.0
GPT-5 Nano,gpt,september,8,game,2,5,Agent_3,Agent_4,0.0,0.0,0.0,0.0,0.0,0.0,,,False,5.0
GPT-5 Nano,gpt,september,8,game,2,5,Agent_2,Agent_7,0.0,0.0,0.0,0.0,0.0,0.0,,,False,5.0
GPT-5 Nano,gpt,september,8,game,2,6,Agent_5,Agent_3,0.0,0.0,0.0,0.0,0.0,0.0,,,False,5.0
GPT-5 Nano,gpt,september,8,game,2,6,Agent_1,Agent_2,0.0,0.0,0.0,0.0,0.0,0.0,,,False,5.0
GPT-5 Nano,gpt,september,8,game,2,6,Agent_4,Agent_8,0.0,0.0,0.0,0.0,0.0,0.0,,,False,5.0
GPT-5 Nano,gpt,september,8,game,2,6,Agent_7,Agent_6,0.0,0.0,0.0,0.0,0.0,0.0,,,False,5.0
GPT-5 Nano,gpt,september,8,game,2,7,Agent_3,Agent_7,0.0,0.0,0.0,0.0,0.0,0.0,,,False,5.0
GPT-5 Nano,gpt,september,8,game,2,7,Agent_5,Agent_2,0.0,0.0,0.0,0.0,0.0,0.0,,,False,5.0
GPT-5 Nano,gpt,september,8,game,2,7,Agent_6,Agent_8,0.0,0.0,0.0,0.0,0.0,0.0,,,False,5.0
GPT-5 Nano,gpt,september,8,game,2,7,Agent_1,Agent_4,0.0,0.0,0.0,0.0,0.0,0.0,,,False,5.0
GPT-5 Nano,gpt,september,8,game,2,8,Agent_7,Agent_3,0.0,0.0,0.0,0.0,0.0,0.0,,,False,5.0
GPT-5 Nano,gpt,september,8,game,2,8,Agent_4,Agent_6,0.0,0.0,0.0,0.0,0.0,0.0,,,False,5.0
GPT-5 Nano,gpt,september,8,game,2,8,Agent_2,Agent_1,0.0,0.0,0.0,0.0,0.0,0.0,,,False,5.0
GPT-5 Nano,gpt,september,8,game,2,8,Agent_8,Agent_5,0.0,0.0,0.0,0.0,0.0,0.0,,,False,5.0
GPT-5 Nano,gpt,september,8,game,2,9,Agent_7,Agent_2,0.0,0.0,0.0,0.0,0.0,0.0,,,False,5.0
GPT-5 Nano,gpt,september,8,game,2,9,Agent_6,Agent_8,0.0,0.0,0.0,0.0,0.0,0.0,,,False,5.0
GPT-5 Nano,gpt,september,8,game,2,9,Agent_3,Agent_1,0.0,0.0,0.0,0.0,0.0,0.0,,,False,5.0
GPT-5 Nano,gpt,september,8,game,2,9,Agent_5,Agent_4,0.0,0.0,0.0,0.0,0.0,0.0,,,False,5.0
GPT-5 Nano,gpt,september,8,game,2,10,Agent_2,Agent_6,0.0,0.0,0.0,0.0,0.0,0.0,,,False,5.0
GPT-5 Nano,gpt,september,8,game,2,10,Agent_4,Agent_3,0.0,0.0,0.0,0.0,0.0,0.0,,,False,5.0
GPT-5 Nano,gpt,september,8,game,2,10,Agent_8,Agent_7,0.0,0.0,0.0,0.0,0.0,0.0,,,False,5.0
GPT-5 Nano,gpt,september,8,game,2,10,Agent_1,Agent_5,0.0,0.0,0.0,0.0,0.0,0.0,,,False,5.0
GPT-5 Nano,gpt,september,8,game,3,1,Agent_6,Agent_8,0.0,0.0,0.0,0.0,0.0,0.0,,,False,5.0
GPT-5 Nano,gpt,september,8,game,3,1,Agent_2,Agent_4,0.0,0.0,0.0,0.0,0.0,0.0,,,False,5.0
GPT-5 Nano,gpt,september,8,game,3,1,Agent_5,Agent_1,0.0,0.0,0.0,0.0,0.0,0.0,,,False,5.0
GPT-5 Nano,gpt,september,8,game,3,1,Agent_3,Agent_7,0.0,0.0,0.0,0.0,0.0,0.0,,,False,5.0
GPT-5 Nano,gpt,september,8,game,3,2,Agent_4,Agent_3,0.0,0.0,0.0,0.0,0.0,0.0,,,False,5.0
GPT-5 Nano,gpt,september,8,game,3,2,Agent_1,Agent_6,0.0,0.0,0.0,0.0,0.0,0.0,,,False,5.0
GPT-5 Nano,gpt,september,8,game,3,2,Agent_8,Agent_5,0.0,0.0,0.0,0.0,0.0,0.0,,,False,5.0
GPT-5 Nano,gpt,september,8,game,3,2,Agent_7,Agent_2,0.0,0.0,0.0,0.0,0.0,0.0,,,False,5.0
GPT-5 Nano,gpt,september,8,game,3,3,Agent_3,Agent_5,0.0,0.0,0.0,0.0,0.0,0.0,,,False,5.0
GPT-5 Nano,gpt,september,8,game,3,3,Agent_6,Agent_2,0.0,0.0,0.0,0.0,0.0,0.0,,,False,5.0
GPT-5 Nano,gpt,september,8,game,3,3,Agent_8,Agent_7,0.0,0.0,0.0,0.0,0.0,0.0,,,False,5.0
GPT-5 Nano,gpt,september,8,game,3,3,Agent_1,Agent_4,0.0,0.0,0.0,0.0,0.0,0.0,,,False,5.0
GPT-5 Nano,gpt,september,8,game,3,4,Agent_7,Agent_1,0.0,0.0,0.0,0.0,0.0,0.0,,,False,5.0
GPT-5 Nano,gpt,september,8,game,3,4,Agent_2,Agent_8,0.0,0.0,0.0,0.0,0.0,0.0,,,False,5.0
GPT-5 Nano,gpt,september,8,game,3,4,Agent_4,Agent_6,0.0,0.0,0.0,0.0,0.0,0.0,,,False,5.0
GPT-5 Nano,gpt,september,8,game,3,4,Agent_5,Agent_3,0.0,0.0,0.0,0.0,0.0,0.0,,,False,5.0
GPT-5 Nano,gpt,september,8,game,3,5,Agent_2,Agent_4,0.0,0.0,0.0,0.0,0.0,0.0,,,False,5.0
GPT-5 Nano,gpt,september,8,game,3,5,Agent_5,Agent_7,0.0,0.0,0.0,0.0,0.0,0.0,,,False,5.0
GPT-5 Nano,gpt,september,8,game,3,5,Agent_8,Agent_6,0.0,0.0,0.0,0.0,0.0,0.0,,,False,5.0
GPT-5 Nano,gpt,september,8,game,3,5,Agent_3,Agent_1,0.0,0.0,0.0,0.0,0.0,0.0,,,False,5.0
GPT-5 Nano,gpt,september,8,game,3,6,Agent_7,Agent_5,0.0,0.0,0.0,0.0,0.0,0.0,,,False,5.0
GPT-5 Nano,gpt,september,8,game,3,6,Agent_4,Agent_8,0.0,0.0,0.0,0.0,0.0,0.0,,,False,5.0
GPT-5 Nano,gpt,september,8,game,3,6,Agent_6,Agent_3,0.0,0.0,0.0,0.0,0.0,0.0,,,False,5.0
GPT-5 Nano,gpt,september,8,game,3,6,Agent_1,Agent_2,0.0,0.0,0.0,0.0,0.0,0.0,,,False,5.0
GPT-5 Nano,gpt,september,8,game,3,7,Agent_8,Agent_1,0.0,0.0,0.0,0.0,0.0,0.0,,,False,5.0
GPT-5 Nano,gpt,september,8,game,3,7,Agent_4,Agent_5,0.0,0.0,0.0,0.0,0.0,0.0,,,False,5.0
GPT-5 Nano,gpt,september,8,game,3,7,Agent_7,Agent_6,0.0,0.0,0.0,0.0,0.0,0.0,,,False,5.0
GPT-5 Nano,gpt,september,8,game,3,7,Agent_3,Agent_2,0.0,0.0,0.0,0.0,0.0,0.0,,,False,5.0
GPT-5 Nano,gpt,september,8,game,3,8,Agent_5,Agent_4,0.0,0.0,0.0,0.0,0.0,0.0,,,False,5.0
GPT-5 Nano,gpt,september,8,game,3,8,Agent_2,Agent_7,0.0,0.0,0.0,0.0,0.0,0.0,,,False,5.0
GPT-5 Nano,gpt,september,8,game,3,8,Agent_6,Agent_3,0.0,0.0,0.0,0.0,0.0,0.0,,,False,5.0
GPT-5 Nano,gpt,september,8,game,3,8,Agent_1,Agent_8,0.0,0.0,0.0,0.0,0.0,0.0,,,False,5.0
GPT-5 Nano,gpt,september,8,game,3,9,Agent_2,Agent_7,0.0,0.0,0.0,0.0,0.0,0.0,,,False,5.0
GPT-5 Nano,gpt,september,8,game,3,9,Agent_5,Agent_6,0.0,0.0,0.0,0.0,0.0,0.0,,,False,5.0
GPT-5 Nano,gpt,september,8,game,3,9,Agent_1,Agent_4,0.0,0.0,0.0,0.0,0.0,0.0,,,False,5.0
GPT-5 Nano,gpt,september,8,game,3,9,Agent_8,Agent_3,0.0,0.0,0.0,0.0,0.0,0.0,,,False,5.0
GPT-5 Nano,gpt,september,8,game,3,10,Agent_4,Agent_8,0.0,0.0,0.0,0.0,0.0,0.0,,,False,5.0
GPT-5 Nano,gpt,september,8,game,3,10,Agent_7,Agent_1,0.0,0.0,0.0,0.0,0.0,0.0,,,False,5.0
GPT-5 Nano,gpt,september,8,game,3,10,Agent_6,Agent_5,0.0,0.0,0.0,0.0,0.0,0.0,,,False,5.0
GPT-5 Nano,gpt,september,8,game,3,10,Agent_3,Agent_2,0.0,0.0,0.0,0.0,0.0,0.0,,,False,5.0
GPT-5 Nano,gpt,september,8,game,4,1,Agent_8,Agent_2,0.0,0.0,0.0,0.0,0.0,0.0,,,False,5.0
GPT-5 Nano,gpt,september,8,game,4,1,Agent_5,Agent_1,0.0,0.0,0.0,0.0,0.0,0.0,,,False,5.0
GPT-5 Nano,gpt,september,8,game,4,1,Agent_7,Agent_4,0.0,0.0,0.0,0.0,0.0,0.0,,,False,5.0
GPT-5 Nano,gpt,september,8,game,4,1,Agent_6,Agent_3,0.0,0.0,0.0,0.0,0.0,0.0,,,False,5.0
GPT-5 Nano,gpt,september,8,game,4,2,Agent_1,Agent_8,0.0,0.0,0.0,0.0,0.0,0.0,,,False,5.0
GPT-5 Nano,gpt,september,8,game,4,2,Agent_2,Agent_6,0.0,0.0,0.0,0.0,0.0,0.0,,,False,5.0
GPT-5 Nano,gpt,september,8,game,4,2,Agent_3,Agent_7,0.0,0.0,0.0,0.0,0.0,0.0,,,False,5.0
GPT-5 Nano,gpt,september,8,game,4,2,Agent_4,Agent_5,0.0,0.0,0.0,0.0,0.0,0.0,,,False,5.0
GPT-5 Nano,gpt,september,8,game,4,3,Agent_4,Agent_3,0.0,0.0,0.0,0.0,0.0,0.0,,,False,5.0
GPT-5 Nano,gpt,september,8,game,4,3,Agent_7,Agent_8,0.0,0.0,0.0,0.0,0.0,0.0,,,False,5.0
GPT-5 Nano,gpt,september,8,game,4,3,Agent_5,Agent_2,0.0,0.0,0.0,0.0,0.0,0.0,,,False,5.0
GPT-5 Nano,gpt,september,8,game,4,3,Agent_1,Agent_6,0.0,0.0,0.0,0.0,0.0,0.0,,,False,5.0
GPT-5 Nano,gpt,september,8,game,4,4,Agent_2,Agent_1,0.0,0.0,0.0,0.0,0.0,0.0,,,False,5.0
GPT-5 Nano,gpt,september,8,game,4,4,Agent_3,Agent_7,0.0,0.0,0.0,0.0,0.0,0.0,,,False,5.0
GPT-5 Nano,gpt,september,8,game,4,4,Agent_6,Agent_4,0.0,0.0,0.0,0.0,0.0,0.0,,,False,5.0
GPT-5 Nano,gpt,september,8,game,4,4,Agent_8,Agent_5,0.0,0.0,0.0,0.0,0.0,0.0,,,False,5.0
GPT-5 Nano,gpt,september,8,game,4,5,Agent_2,Agent_3,0.0,0.0,0.0,0.0,0.0,0.0,,,False,5.0
GPT-5 Nano,gpt,september,8,game,4,5,Agent_7,Agent_8,0.0,0.0,0.0,0.0,0.0,0.0,,,False,5.0
GPT-5 Nano,gpt,september,8,game,4,5,Agent_6,Agent_5,0.0,0.0,0.0,0.0,0.0,0.0,,,False,5.0
GPT-5 Nano,gpt,september,8,game,4,5,Agent_1,Agent_4,0.0,0.0,0.0,0.0,0.0,0.0,,,False,5.0
GPT-5 Nano,gpt,september,8,game,4,6,Agent_5,Agent_7,0.0,0.0,0.0,0.0,0.0,0.0,,,False,5.0
GPT-5 Nano,gpt,september,8,game,4,6,Agent_4,Agent_2,0.0,0.0,0.0,0.0,0.0,0.0,,,False,5.0
GPT-5 Nano,gpt,september,8,game,4,6,Agent_3,Agent_1,0.0,0.0,0.0,0.0,0.0,0.0,,,False,5.0
GPT-5 Nano,gpt,september,8,game,4,6,Agent_8,Agent_6,0.0,0.0,0.0,0.0,0.0,0.0,,,False,5.0
GPT-5 Nano,gpt,september,8,game,4,7,Agent_2,Agent_5,0.0,0.0,0.0,0.0,0.0,0.0,,,False,5.0
GPT-5 Nano,gpt,september,8,game,4,7,Agent_8,Agent_6,0.0,0.0,0.0,0.0,0.0,0.0,,,False,5.0
GPT-5 Nano,gpt,september,8,game,4,7,Agent_1,Agent_7,0.0,0.0,0.0,0.0,0.0,0.0,,,False,5.0
GPT-5 Nano,gpt,september,8,game,4,7,Agent_4,Agent_3,0.0,0.0,0.0,0.0,0.0,0.0,,,False,5.0
GPT-5 Nano,gpt,september,8,game,4,8,Agent_5,Agent_1,0.0,0.0,0.0,0.0,0.0,0.0,,,False,5.0
GPT-5 Nano,gpt,september,8,game,4,8,Agent_7,Agent_2,0.0,0.0,0.0,0.0,0.0,0.0,,,False,5.0
GPT-5 Nano,gpt,september,8,game,4,8,Agent_6,Agent_4,0.0,0.0,0.0,0.0,0.0,0.0,,,False,5.0
GPT-5 Nano,gpt,september,8,game,4,8,Agent_3,Agent_8,0.0,0.0,0.0,0.0,0.0,0.0,,,False,5.0
GPT-5 Nano,gpt,september,8,game,4,9,Agent_7,Agent_6,0.0,0.0,0.0,0.0,0.0,0.0,,,False,5.0
GPT-5 Nano,gpt,september,8,game,4,9,Agent_5,Agent_4,0.0,0.0,0.0,0.0,0.0,0.0,,,False,5.0
GPT-5 Nano,gpt,september,8,game,4,9,Agent_1,Agent_3,0.0,0.0,0.0,0.0,0.0,0.0,,,False,5.0
GPT-5 Nano,gpt,september,8,game,4,9,Agent_8,Agent_2,0.0,0.0,0.0,0.0,0.0,0.0,,,False,5.0
GPT-5 Nano,gpt,september,8,game,4,10,Agent_4,Agent_8,0.0,0.0,0.0,0.0,0.0,0.0,,,False,5.0
GPT-5 Nano,gpt,september,8,game,4,10,Agent_6,Agent_7,0.0,0.0,0.0,0.0,0.0,0.0,,,False,5.0
GPT-5 Nano,gpt,september,8,game,4,10,Agent_3,Agent_5,0.0,0.0,0.0,0.0,0.0,0.0,,,False,5.0
GPT-5 Nano,gpt,september,8,game,4,10,Agent_2,Agent_1,0.0,0.0,0.0,0.0,0.0,0.0,,,False,5.0
Sonnet 4.5,claude,september,8,game_myth,0,1,Agent_4,Agent_5,3.0,2.62,9.0,7.86,2.74,1.83,0.30444444444444446,0.20333333333333334,True,3.83
Sonnet 4.5,claude,september,8,game_myth,0,1,Agent_6,Agent_7,3.0,2.11,9.0,6.33,3.0,2.78,0.3333333333333333,0.3088888888888889,True,4.779999999999999
Sonnet 4.5,claude,september,8,game_myth,0,1,Agent_1,Agent_8,3.0,2.54,9.0,7.62,4.0,3.29,0.4444444444444444,0.3655555555555556,False,5.29
Sonnet 4.5,claude,september,8,game_myth,0,1,Agent_2,Agent_3,3.0,2.05,9.0,6.1499999999999995,3.0,2.69,0.3333333333333333,0.29888888888888887,True,4.6899999999999995
Sonnet 4.5,claude,september,8,game_myth,0,2,Agent_3,Agent_1,2.5,1.57,7.5,4.71,2.5,2.31,0.3333333333333333,0.308,True,4.8100000000000005
Sonnet 4.5,claude,september,8,game_myth,0,2,Agent_7,Agent_4,2.5,2.45,7.5,7.3500000000000005,3.5,3.49,0.4666666666666667,0.4653333333333334,False,5.99
Sonnet 4.5,claude,september,8,game_myth,0,2,Agent_5,Agent_2,3.0,2.63,9.0,7.89,3.25,2.44,0.3611111111111111,0.2711111111111111,True,4.4399999999999995
Sonnet 4.5,claude,september,8,game_myth,0,2,Agent_8,Agent_6,3.0,2.44,9.0,7.32,4.0,3.49,0.4444444444444444,0.3877777777777778,False,5.49
Sonnet 4.5,claude,september,8,game_myth,0,3,Agent_3,Agent_8,3.0,2.47,9.0,7.41,4.0,3.49,0.4444444444444444,0.3877777777777778,False,5.49
Sonnet 4.5,claude,september,8,game_myth,0,3,Agent_4,Agent_6,3.0,2.16,9.0,6.48,3.5,3.18,0.3888888888888889,0.35333333333333333,False,5.18
Sonnet 4.5,claude,september,8,game_myth,0,3,Agent_7,Agent_2,3.0,2.09,9.0,6.27,3.0,2.85,0.3333333333333333,0.31666666666666665,True,4.85
Sonnet 4.5,claude,september,8,game_myth,0,3,Agent_5,Agent_1,3.0,2.76,9.0,8.28,4.5,3.94,0.5,0.43777777777777777,False,5.9399999999999995
Sonnet 4.5,claude,september,8,game_myth,0,4,Agent_2,Agent_4,3.0,2.81,9.0,8.43,4.0,3.63,0.4444444444444444,0.4033333333333333,False,5.63
Sonnet 4.5,claude,september,8,game_myth,0,4,Agent_8,Agent_7,2.5,1.77,7.5,5.3100000000000005,2.65,1.7,0.35333333333333333,0.22666666666666666,True,4.2
Sonnet 4.5,claude,september,8,game_myth,0,4,Agent_6,Agent_3,3.0,2.63,9.0,7.89,4.0,3.27,0.4444444444444444,0.36333333333333334,False,5.27
Sonnet 4.5,claude,september,8,game_myth,0,4,Agent_1,Agent_5,4.0,3.0,12.0,9.0,3.5,3.19,0.2916666666666667,0.2658333333333333,True,4.1899999999999995
Sonnet 4.5,claude,september,8,game_myth,0,5,Agent_4,Agent_1,3.0,2.61,9.0,7.83,3.5,3.2,0.3888888888888889,0.35555555555555557,False,5.2
Sonnet 4.5,claude,september,8,game_myth,0,5,Agent_8,Agent_2,2.5,2.36,7.5,7.08,3.5,3.33,0.4666666666666667,0.444,False,5.83
Sonnet 4.5,claude,september,8,game_myth,0,5,Agent_3,Agent_6,3.0,2.51,9.0,7.529999999999999,4.0,3.05,0.4444444444444444,0.33888888888888885,False,5.05
Sonnet 4.5,claude,september,8,game_myth,0,5,Agent_7,Agent_5,3.0,2.78,9.0,8.34,3.5,2.65,0.3888888888888889,0.29444444444444445,True,4.65
Sonnet 4.5,claude,september,8,game_myth,0,6,Agent_2,Agent_3,3.0,2.88,9.0,8.64,4.0,3.88,0.4444444444444444,0.4311111111111111,False,5.88
Sonnet 4.5,claude,september,8,game_myth,0,6,Agent_1,Agent_4,3.0,2.58,9.0,7.74,4.0,3.15,0.4444444444444444,0.35,False,5.15
Sonnet 4.5,claude,september,8,game_myth,0,6,Agent_6,Agent_7,2.5,2.17,7.5,6.51,3.25,2.82,0.43333333333333335,0.376,False,5.32
Sonnet 4.5,claude,september,8,game_myth,0,6,Agent_5,Agent_8,3.0,2.77,9.0,8.31,4.0,3.17,0.4444444444444444,0.3522222222222222,False,5.17
Sonnet 4.5,claude,september,8,game_myth,0,7,Agent_5,Agent_6,3.0,2.52,9.0,7.5600000000000005,3.75,3.2,0.4166666666666667,0.35555555555555557,False,5.2
Sonnet 4.5,claude,september,8,game_myth,0,7,Agent_7,Agent_1,3.0,2.18,9.0,6.540000000000001,3.25,2.29,0.3611111111111111,0.2544444444444445,True,4.29
