model,num_agents,population,condition,condition_label,treatment,treatment_label,replicate_id,round,receiver_scope,return_proportion,zero_receipt_rate,forced_receiver_rate,receiver_decisions,defined_return_decisions
GPT-5 Nano,2,2-agent repeated dyad,myth_game,Myth → Game,control,No forced defection,3,3,ordinary,0.2811111111111111,0.0,0.0,1,1
GPT-5 Nano,2,2-agent repeated dyad,myth_game,Myth → Game,control,No forced defection,3,4,ordinary,0.0,0.0,0.0,1,1
GPT-5 Nano,2,2-agent repeated dyad,myth_game,Myth → Game,control,No forced defection,3,5,ordinary,0.22999999999999998,0.0,0.0,1,1
GPT-5 Nano,2,2-agent repeated dyad,myth_game,Myth → Game,control,No forced defection,3,6,ordinary,0.461133069828722,0.0,0.0,1,1
GPT-5 Nano,2,2-agent repeated dyad,myth_game,Myth → Game,control,No forced defection,3,7,ordinary,0.26666666666666666,0.0,0.0,1,1
GPT-5 Nano,2,2-agent repeated dyad,myth_game,Myth → Game,control,No forced defection,3,8,ordinary,0.4666666666666667,0.0,0.0,1,1
GPT-5 Nano,2,2-agent repeated dyad,myth_game,Myth → Game,control,No forced defection,3,9,ordinary,,1.0,0.0,1,0
GPT-5 Nano,2,2-agent repeated dyad,myth_game,Myth → Game,control,No forced defection,3,10,ordinary,,1.0,0.0,1,0
GPT-5 Nano,2,2-agent repeated dyad,myth_game,Myth → Game,control,No forced defection,4,1,ordinary,,1.0,0.0,1,0
GPT-5 Nano,2,2-agent repeated dyad,myth_game,Myth → Game,control,No forced defection,4,2,ordinary,0.18000000000000002,0.0,0.0,1,1
GPT-5 Nano,2,2-agent repeated dyad,myth_game,Myth → Game,control,No forced defection,4,3,ordinary,0.285,0.0,0.0,1,1
GPT-5 Nano,2,2-agent repeated dyad,myth_game,Myth → Game,control,No forced defection,4,4,ordinary,0.3173333333333333,0.0,0.0,1,1
GPT-5 Nano,2,2-agent repeated dyad,myth_game,Myth → Game,control,No forced defection,4,5,ordinary,0.445,0.0,0.0,1,1
GPT-5 Nano,2,2-agent repeated dyad,myth_game,Myth → Game,control,No forced defection,4,6,ordinary,0.33266666666666667,0.0,0.0,1,1
GPT-5 Nano,2,2-agent repeated dyad,myth_game,Myth → Game,control,No forced defection,4,7,ordinary,0.45899999999999996,0.0,0.0,1,1
GPT-5 Nano,2,2-agent repeated dyad,myth_game,Myth → Game,control,No forced defection,4,8,ordinary,0.31333333333333335,0.0,0.0,1,1
GPT-5 Nano,2,2-agent repeated dyad,myth_game,Myth → Game,control,No forced defection,4,9,ordinary,0.418,0.0,0.0,1,1
GPT-5 Nano,2,2-agent repeated dyad,myth_game,Myth → Game,control,No forced defection,4,10,ordinary,0.28733333333333333,0.0,0.0,1,1
GPT-5 Nano,2,2-agent repeated dyad,myth_game,Myth → Game,random25,25% random defection,0,1,ordinary,,1.0,0.0,1,0
GPT-5 Nano,2,2-agent repeated dyad,myth_game,Myth → Game,random25,25% random defection,0,2,ordinary,0.0,0.0,1.0,1,1
GPT-5 Nano,2,2-agent repeated dyad,myth_game,Myth → Game,random25,25% random defection,0,3,ordinary,,1.0,1.0,1,0
GPT-5 Nano,2,2-agent repeated dyad,myth_game,Myth → Game,random25,25% random defection,0,4,ordinary,,1.0,0.0,1,0
GPT-5 Nano,2,2-agent repeated dyad,myth_game,Myth → Game,random25,25% random defection,0,5,ordinary,,1.0,0.0,1,0
GPT-5 Nano,2,2-agent repeated dyad,myth_game,Myth → Game,random25,25% random defection,0,6,ordinary,0.0,0.0,0.0,1,1
GPT-5 Nano,2,2-agent repeated dyad,myth_game,Myth → Game,random25,25% random defection,0,7,ordinary,0.0,0.0,0.0,1,1
GPT-5 Nano,2,2-agent repeated dyad,myth_game,Myth → Game,random25,25% random defection,0,8,ordinary,0.0,0.0,1.0,1,1
GPT-5 Nano,2,2-agent repeated dyad,myth_game,Myth → Game,random25,25% random defection,0,9,ordinary,,1.0,0.0,1,0
GPT-5 Nano,2,2-agent repeated dyad,myth_game,Myth → Game,random25,25% random defection,0,10,ordinary,,1.0,1.0,1,0
GPT-5 Nano,2,2-agent repeated dyad,myth_game,Myth → Game,random25,25% random defection,1,1,ordinary,,1.0,0.0,1,0
GPT-5 Nano,2,2-agent repeated dyad,myth_game,Myth → Game,random25,25% random defection,1,2,ordinary,0.27666666666666667,0.0,0.0,1,1
GPT-5 Nano,2,2-agent repeated dyad,myth_game,Myth → Game,random25,25% random defection,1,3,ordinary,0.0,0.0,1.0,1,1
GPT-5 Nano,2,2-agent repeated dyad,myth_game,Myth → Game,random25,25% random defection,1,4,ordinary,,1.0,1.0,1,0
GPT-5 Nano,2,2-agent repeated dyad,myth_game,Myth → Game,random25,25% random defection,1,5,ordinary,0.4613333333333333,0.0,0.0,1,1
GPT-5 Nano,2,2-agent repeated dyad,myth_game,Myth → Game,random25,25% random defection,1,6,ordinary,0.16666666666666669,0.0,0.0,1,1
GPT-5 Nano,2,2-agent repeated dyad,myth_game,Myth → Game,random25,25% random defection,1,7,ordinary,0.3875,0.0,0.0,1,1
GPT-5 Nano,2,2-agent repeated dyad,myth_game,Myth → Game,random25,25% random defection,1,8,ordinary,0.4466666666666666,0.0,0.0,1,1
GPT-5 Nano,2,2-agent repeated dyad,myth_game,Myth → Game,random25,25% random defection,1,9,ordinary,0.4593333333333333,0.0,0.0,1,1
GPT-5 Nano,2,2-agent repeated dyad,myth_game,Myth → Game,random25,25% random defection,1,10,ordinary,,1.0,0.0,1,0
GPT-5 Nano,2,2-agent repeated dyad,myth_game,Myth → Game,random25,25% random defection,2,1,ordinary,0.3253333333333333,0.0,0.0,1,1
GPT-5 Nano,2,2-agent repeated dyad,myth_game,Myth → Game,random25,25% random defection,2,2,ordinary,0.31147540983606553,0.0,0.0,1,1
GPT-5 Nano,2,2-agent repeated dyad,myth_game,Myth → Game,random25,25% random defection,2,3,ordinary,0.27666666666666667,0.0,0.0,1,1
GPT-5 Nano,2,2-agent repeated dyad,myth_game,Myth → Game,random25,25% random defection,2,4,ordinary,0.0,0.0,1.0,1,1
GPT-5 Nano,2,2-agent repeated dyad,myth_game,Myth → Game,random25,25% random defection,2,5,ordinary,,1.0,0.0,1,0
GPT-5 Nano,2,2-agent repeated dyad,myth_game,Myth → Game,random25,25% random defection,2,6,ordinary,,1.0,0.0,1,0
GPT-5 Nano,2,2-agent repeated dyad,myth_game,Myth → Game,random25,25% random defection,2,7,ordinary,,1.0,0.0,1,0
GPT-5 Nano,2,2-agent repeated dyad,myth_game,Myth → Game,random25,25% random defection,2,8,ordinary,,1.0,0.0,1,0
GPT-5 Nano,2,2-agent repeated dyad,myth_game,Myth → Game,random25,25% random defection,2,9,ordinary,0.3333333333333333,0.0,0.0,1,1
GPT-5 Nano,2,2-agent repeated dyad,myth_game,Myth → Game,random25,25% random defection,2,10,ordinary,0.6666666666666666,0.0,0.0,1,1
GPT-5 Nano,2,2-agent repeated dyad,myth_game,Myth → Game,random25,25% random defection,3,1,ordinary,0.2233333333333333,0.0,0.0,1,1
GPT-5 Nano,2,2-agent repeated dyad,myth_game,Myth → Game,random25,25% random defection,3,2,ordinary,0.0,0.0,1.0,1,1
GPT-5 Nano,2,2-agent repeated dyad,myth_game,Myth → Game,random25,25% random defection,3,3,ordinary,,1.0,0.0,1,0
GPT-5 Nano,2,2-agent repeated dyad,myth_game,Myth → Game,random25,25% random defection,3,4,ordinary,,1.0,0.0,1,0
GPT-5 Nano,2,2-agent repeated dyad,myth_game,Myth → Game,random25,25% random defection,3,5,ordinary,,1.0,0.0,1,0
GPT-5 Nano,2,2-agent repeated dyad,myth_game,Myth → Game,random25,25% random defection,3,6,ordinary,0.4666666666666666,0.0,0.0,1,1
GPT-5 Nano,2,2-agent repeated dyad,myth_game,Myth → Game,random25,25% random defection,3,7,ordinary,,1.0,0.0,1,0
GPT-5 Nano,2,2-agent repeated dyad,myth_game,Myth → Game,random25,25% random defection,3,8,ordinary,0.4183333333333333,0.0,0.0,1,1
GPT-5 Nano,2,2-agent repeated dyad,myth_game,Myth → Game,random25,25% random defection,3,9,ordinary,0.44555555555555554,0.0,0.0,1,1
GPT-5 Nano,2,2-agent repeated dyad,myth_game,Myth → Game,random25,25% random defection,3,10,ordinary,,1.0,0.0,1,0
GPT-5 Nano,2,2-agent repeated dyad,myth_game,Myth → Game,random25,25% random defection,4,1,ordinary,0.2946666666666667,0.0,0.0,1,1
GPT-5 Nano,2,2-agent repeated dyad,myth_game,Myth → Game,random25,25% random defection,4,2,ordinary,0.4479638009049774,0.0,0.0,1,1
GPT-5 Nano,2,2-agent repeated dyad,myth_game,Myth → Game,random25,25% random defection,4,3,ordinary,0.27599999999999997,0.0,0.0,1,1
GPT-5 Nano,2,2-agent repeated dyad,myth_game,Myth → Game,random25,25% random defection,4,4,ordinary,,1.0,1.0,1,0
GPT-5 Nano,2,2-agent repeated dyad,myth_game,Myth → Game,random25,25% random defection,4,5,ordinary,,1.0,0.0,1,0
GPT-5 Nano,2,2-agent repeated dyad,myth_game,Myth → Game,random25,25% random defection,4,6,ordinary,0.46376811594202905,0.0,0.0,1,1
GPT-5 Nano,2,2-agent repeated dyad,myth_game,Myth → Game,random25,25% random defection,4,7,ordinary,,1.0,1.0,1,0
GPT-5 Nano,2,2-agent repeated dyad,myth_game,Myth → Game,random25,25% random defection,4,8,ordinary,0.0,0.0,1.0,1,1
GPT-5 Nano,2,2-agent repeated dyad,myth_game,Myth → Game,random25,25% random defection,4,9,ordinary,,1.0,0.0,1,0
GPT-5 Nano,2,2-agent repeated dyad,myth_game,Myth → Game,random25,25% random defection,4,10,ordinary,0.25666666666666665,0.0,0.0,1,1
GPT-5 Nano,2,2-agent repeated dyad,myth_game,Myth → Game,random50,50% random defection,0,1,ordinary,0.0,0.0,1.0,1,1
GPT-5 Nano,2,2-agent repeated dyad,myth_game,Myth → Game,random50,50% random defection,0,2,ordinary,0.0,0.0,1.0,1,1
GPT-5 Nano,2,2-agent repeated dyad,myth_game,Myth → Game,random50,50% random defection,0,3,ordinary,,1.0,1.0,1,0
GPT-5 Nano,2,2-agent repeated dyad,myth_game,Myth → Game,random50,50% random defection,0,4,ordinary,,1.0,0.0,1,0
GPT-5 Nano,2,2-agent repeated dyad,myth_game,Myth → Game,random50,50% random defection,0,5,ordinary,,1.0,0.0,1,0
GPT-5 Nano,2,2-agent repeated dyad,myth_game,Myth → Game,random50,50% random defection,0,6,ordinary,,1.0,1.0,1,0
GPT-5 Nano,2,2-agent repeated dyad,myth_game,Myth → Game,random50,50% random defection,0,7,ordinary,,1.0,0.0,1,0
GPT-5 Nano,2,2-agent repeated dyad,myth_game,Myth → Game,random50,50% random defection,0,8,ordinary,,1.0,1.0,1,0
GPT-5 Nano,2,2-agent repeated dyad,myth_game,Myth → Game,random50,50% random defection,0,9,ordinary,,1.0,0.0,1,0
GPT-5 Nano,2,2-agent repeated dyad,myth_game,Myth → Game,random50,50% random defection,0,10,ordinary,,1.0,1.0,1,0
GPT-5 Nano,2,2-agent repeated dyad,myth_game,Myth → Game,random50,50% random defection,1,1,ordinary,,1.0,0.0,1,0
GPT-5 Nano,2,2-agent repeated dyad,myth_game,Myth → Game,random50,50% random defection,1,2,ordinary,0.27666666666666667,0.0,0.0,1,1
GPT-5 Nano,2,2-agent repeated dyad,myth_game,Myth → Game,random50,50% random defection,1,3,ordinary,0.0,0.0,1.0,1,1
GPT-5 Nano,2,2-agent repeated dyad,myth_game,Myth → Game,random50,50% random defection,1,4,ordinary,,1.0,1.0,1,0
GPT-5 Nano,2,2-agent repeated dyad,myth_game,Myth → Game,random50,50% random defection,1,5,ordinary,,1.0,0.0,1,0
GPT-5 Nano,2,2-agent repeated dyad,myth_game,Myth → Game,random50,50% random defection,1,6,ordinary,,1.0,0.0,1,0
GPT-5 Nano,2,2-agent repeated dyad,myth_game,Myth → Game,random50,50% random defection,1,7,ordinary,,1.0,0.0,1,0
GPT-5 Nano,2,2-agent repeated dyad,myth_game,Myth → Game,random50,50% random defection,1,8,ordinary,,1.0,0.0,1,0
GPT-5 Nano,2,2-agent repeated dyad,myth_game,Myth → Game,random50,50% random defection,1,9,ordinary,,1.0,0.0,1,0
GPT-5 Nano,2,2-agent repeated dyad,myth_game,Myth → Game,random50,50% random defection,1,10,ordinary,,1.0,1.0,1,0
GPT-5 Nano,2,2-agent repeated dyad,myth_game,Myth → Game,random50,50% random defection,2,1,ordinary,,1.0,0.0,1,0
GPT-5 Nano,2,2-agent repeated dyad,myth_game,Myth → Game,random50,50% random defection,2,2,ordinary,0.0,0.0,1.0,1,1
GPT-5 Nano,2,2-agent repeated dyad,myth_game,Myth → Game,random50,50% random defection,2,3,ordinary,0.0,0.0,1.0,1,1
GPT-5 Nano,2,2-agent repeated dyad,myth_game,Myth → Game,random50,50% random defection,2,4,ordinary,0.0,0.0,1.0,1,1
GPT-5 Nano,2,2-agent repeated dyad,myth_game,Myth → Game,random50,50% random defection,2,5,ordinary,,1.0,1.0,1,0
GPT-5 Nano,2,2-agent repeated dyad,myth_game,Myth → Game,random50,50% random defection,2,6,ordinary,,1.0,0.0,1,0
GPT-5 Nano,2,2-agent repeated dyad,myth_game,Myth → Game,random50,50% random defection,2,7,ordinary,,1.0,1.0,1,0
GPT-5 Nano,2,2-agent repeated dyad,myth_game,Myth → Game,random50,50% random defection,2,8,ordinary,,1.0,0.0,1,0
GPT-5 Nano,2,2-agent repeated dyad,myth_game,Myth → Game,random50,50% random defection,2,9,ordinary,,1.0,1.0,1,0
GPT-5 Nano,2,2-agent repeated dyad,myth_game,Myth → Game,random50,50% random defection,2,10,ordinary,,1.0,0.0,1,0
GPT-5 Nano,2,2-agent repeated dyad,myth_game,Myth → Game,random50,50% random defection,3,1,ordinary,0.368,0.0,0.0,1,1
GPT-5 Nano,2,2-agent repeated dyad,myth_game,Myth → Game,random50,50% random defection,3,2,ordinary,0.0,0.0,1.0,1,1
GPT-5 Nano,2,2-agent repeated dyad,myth_game,Myth → Game,random50,50% random defection,3,3,ordinary,,1.0,0.0,1,0
GPT-5 Nano,2,2-agent repeated dyad,myth_game,Myth → Game,random50,50% random defection,3,4,ordinary,,1.0,1.0,1,0
GPT-5 Nano,2,2-agent repeated dyad,myth_game,Myth → Game,random50,50% random defection,3,5,ordinary,,1.0,1.0,1,0
GPT-5 Nano,2,2-agent repeated dyad,myth_game,Myth → Game,random50,50% random defection,3,6,ordinary,,1.0,0.0,1,0
GPT-5 Nano,2,2-agent repeated dyad,myth_game,Myth → Game,random50,50% random defection,3,7,ordinary,,1.0,0.0,1,0
GPT-5 Nano,2,2-agent repeated dyad,myth_game,Myth → Game,random50,50% random defection,3,8,ordinary,,1.0,1.0,1,0
GPT-5 Nano,2,2-agent repeated dyad,myth_game,Myth → Game,random50,50% random defection,3,9,ordinary,,1.0,1.0,1,0
GPT-5 Nano,2,2-agent repeated dyad,myth_game,Myth → Game,random50,50% random defection,3,10,ordinary,,1.0,0.0,1,0
GPT-5 Nano,2,2-agent repeated dyad,myth_game,Myth → Game,random50,50% random defection,4,1,ordinary,0.23666666666666666,0.0,0.0,1,1
GPT-5 Nano,2,2-agent repeated dyad,myth_game,Myth → Game,random50,50% random defection,4,2,ordinary,,1.0,0.0,1,0
GPT-5 Nano,2,2-agent repeated dyad,myth_game,Myth → Game,random50,50% random defection,4,3,ordinary,,1.0,0.0,1,0
GPT-5 Nano,2,2-agent repeated dyad,myth_game,Myth → Game,random50,50% random defection,4,4,ordinary,0.0,0.0,1.0,1,1
GPT-5 Nano,2,2-agent repeated dyad,myth_game,Myth → Game,random50,50% random defection,4,5,ordinary,,1.0,0.0,1,0
GPT-5 Nano,2,2-agent repeated dyad,myth_game,Myth → Game,random50,50% random defection,4,6,ordinary,0.3333333333333333,0.0,0.0,1,1
GPT-5 Nano,2,2-agent repeated dyad,myth_game,Myth → Game,random50,50% random defection,4,7,ordinary,,1.0,1.0,1,0
GPT-5 Nano,2,2-agent repeated dyad,myth_game,Myth → Game,random50,50% random defection,4,8,ordinary,,1.0,1.0,1,0
GPT-5 Nano,2,2-agent repeated dyad,myth_game,Myth → Game,random50,50% random defection,4,9,ordinary,,1.0,0.0,1,0
GPT-5 Nano,2,2-agent repeated dyad,myth_game,Myth → Game,random50,50% random defection,4,10,ordinary,0.0,0.0,1.0,1,1
GPT-5 Nano,8,8-agent rotating population,game,Game only,control,No forced defection,0,1,ordinary,,1.0,0.0,4,0
GPT-5 Nano,8,8-agent rotating population,game,Game only,control,No forced defection,0,2,ordinary,,1.0,0.0,4,0
GPT-5 Nano,8,8-agent rotating population,game,Game only,control,No forced defection,0,3,ordinary,,1.0,0.0,4,0
GPT-5 Nano,8,8-agent rotating population,game,Game only,control,No forced defection,0,4,ordinary,,1.0,0.0,4,0
GPT-5 Nano,8,8-agent rotating population,game,Game only,control,No forced defection,0,5,ordinary,,1.0,0.0,4,0
GPT-5 Nano,8,8-agent rotating population,game,Game only,control,No forced defection,0,6,ordinary,,1.0,0.0,4,0
GPT-5 Nano,8,8-agent rotating population,game,Game only,control,No forced defection,0,7,ordinary,,1.0,0.0,4,0
GPT-5 Nano,8,8-agent rotating population,game,Game only,control,No forced defection,0,8,ordinary,,1.0,0.0,4,0
GPT-5 Nano,8,8-agent rotating population,game,Game only,control,No forced defection,0,9,ordinary,,1.0,0.0,4,0
GPT-5 Nano,8,8-agent rotating population,game,Game only,control,No forced defection,0,10,ordinary,,1.0,0.0,4,0
GPT-5 Nano,8,8-agent rotating population,game,Game only,control,No forced defection,1,1,ordinary,,1.0,0.0,4,0
GPT-5 Nano,8,8-agent rotating population,game,Game only,control,No forced defection,1,2,ordinary,,1.0,0.0,4,0
GPT-5 Nano,8,8-agent rotating population,game,Game only,control,No forced defection,1,3,ordinary,,1.0,0.0,4,0
GPT-5 Nano,8,8-agent rotating population,game,Game only,control,No forced defection,1,4,ordinary,,1.0,0.0,4,0
GPT-5 Nano,8,8-agent rotating population,game,Game only,control,No forced defection,1,5,ordinary,,1.0,0.0,4,0
GPT-5 Nano,8,8-agent rotating population,game,Game only,control,No forced defection,1,6,ordinary,,1.0,0.0,4,0
GPT-5 Nano,8,8-agent rotating population,game,Game only,control,No forced defection,1,7,ordinary,,1.0,0.0,4,0
GPT-5 Nano,8,8-agent rotating population,game,Game only,control,No forced defection,1,8,ordinary,,1.0,0.0,4,0
GPT-5 Nano,8,8-agent rotating population,game,Game only,control,No forced defection,1,9,ordinary,,1.0,0.0,4,0
GPT-5 Nano,8,8-agent rotating population,game,Game only,control,No forced defection,1,10,ordinary,,1.0,0.0,4,0
GPT-5 Nano,8,8-agent rotating population,game,Game only,control,No forced defection,2,1,ordinary,,1.0,0.0,4,0
GPT-5 Nano,8,8-agent rotating population,game,Game only,control,No forced defection,2,2,ordinary,,1.0,0.0,4,0
GPT-5 Nano,8,8-agent rotating population,game,Game only,control,No forced defection,2,3,ordinary,,1.0,0.0,4,0
GPT-5 Nano,8,8-agent rotating population,game,Game only,control,No forced defection,2,4,ordinary,,1.0,0.0,4,0
GPT-5 Nano,8,8-agent rotating population,game,Game only,control,No forced defection,2,5,ordinary,,1.0,0.0,4,0
GPT-5 Nano,8,8-agent rotating population,game,Game only,control,No forced defection,2,6,ordinary,,1.0,0.0,4,0
GPT-5 Nano,8,8-agent rotating population,game,Game only,control,No forced defection,2,7,ordinary,,1.0,0.0,4,0
GPT-5 Nano,8,8-agent rotating population,game,Game only,control,No forced defection,2,8,ordinary,,1.0,0.0,4,0
GPT-5 Nano,8,8-agent rotating population,game,Game only,control,No forced defection,2,9,ordinary,,1.0,0.0,4,0
GPT-5 Nano,8,8-agent rotating population,game,Game only,control,No forced defection,2,10,ordinary,,1.0,0.0,4,0
GPT-5 Nano,8,8-agent rotating population,game,Game only,control,No forced defection,3,1,ordinary,,1.0,0.0,4,0
GPT-5 Nano,8,8-agent rotating population,game,Game only,control,No forced defection,3,2,ordinary,,1.0,0.0,4,0
GPT-5 Nano,8,8-agent rotating population,game,Game only,control,No forced defection,3,3,ordinary,,1.0,0.0,4,0
GPT-5 Nano,8,8-agent rotating population,game,Game only,control,No forced defection,3,4,ordinary,,1.0,0.0,4,0
GPT-5 Nano,8,8-agent rotating population,game,Game only,control,No forced defection,3,5,ordinary,,1.0,0.0,4,0
GPT-5 Nano,8,8-agent rotating population,game,Game only,control,No forced defection,3,6,ordinary,,1.0,0.0,4,0
GPT-5 Nano,8,8-agent rotating population,game,Game only,control,No forced defection,3,7,ordinary,,1.0,0.0,4,0
GPT-5 Nano,8,8-agent rotating population,game,Game only,control,No forced defection,3,8,ordinary,,1.0,0.0,4,0
GPT-5 Nano,8,8-agent rotating population,game,Game only,control,No forced defection,3,9,ordinary,,1.0,0.0,4,0
GPT-5 Nano,8,8-agent rotating population,game,Game only,control,No forced defection,3,10,ordinary,,1.0,0.0,4,0
GPT-5 Nano,8,8-agent rotating population,game,Game only,control,No forced defection,4,1,ordinary,,1.0,0.0,4,0
GPT-5 Nano,8,8-agent rotating population,game,Game only,control,No forced defection,4,2,ordinary,,1.0,0.0,4,0
GPT-5 Nano,8,8-agent rotating population,game,Game only,control,No forced defection,4,3,ordinary,,1.0,0.0,4,0
GPT-5 Nano,8,8-agent rotating population,game,Game only,control,No forced defection,4,4,ordinary,,1.0,0.0,4,0
GPT-5 Nano,8,8-agent rotating population,game,Game only,control,No forced defection,4,5,ordinary,,1.0,0.0,4,0
GPT-5 Nano,8,8-agent rotating population,game,Game only,control,No forced defection,4,6,ordinary,,1.0,0.0,4,0
GPT-5 Nano,8,8-agent rotating population,game,Game only,control,No forced defection,4,7,ordinary,,1.0,0.0,4,0
GPT-5 Nano,8,8-agent rotating population,game,Game only,control,No forced defection,4,8,ordinary,,1.0,0.0,4,0
GPT-5 Nano,8,8-agent rotating population,game,Game only,control,No forced defection,4,9,ordinary,,1.0,0.0,4,0
GPT-5 Nano,8,8-agent rotating population,game,Game only,control,No forced defection,4,10,ordinary,,1.0,0.0,4,0
GPT-5 Nano,8,8-agent rotating population,game,Game only,defectors25,2 of 8 defectors,0,1,ordinary,,1.0,0.0,2,0
GPT-5 Nano,8,8-agent rotating population,game,Game only,defectors25,2 of 8 defectors,0,2,ordinary,,1.0,0.0,4,0
GPT-5 Nano,8,8-agent rotating population,game,Game only,defectors25,2 of 8 defectors,0,3,ordinary,,1.0,0.0,3,0
GPT-5 Nano,8,8-agent rotating population,game,Game only,defectors25,2 of 8 defectors,0,4,ordinary,,1.0,0.0,3,0
GPT-5 Nano,8,8-agent rotating population,game,Game only,defectors25,2 of 8 defectors,0,5,ordinary,,1.0,0.0,4,0
GPT-5 Nano,8,8-agent rotating population,game,Game only,defectors25,2 of 8 defectors,0,6,ordinary,,1.0,0.0,2,0
GPT-5 Nano,8,8-agent rotating population,game,Game only,defectors25,2 of 8 defectors,0,7,ordinary,,1.0,0.0,3,0
GPT-5 Nano,8,8-agent rotating population,game,Game only,defectors25,2 of 8 defectors,0,8,ordinary,,1.0,0.0,3,0
GPT-5 Nano,8,8-agent rotating population,game,Game only,defectors25,2 of 8 defectors,0,9,ordinary,,1.0,0.0,4,0
GPT-5 Nano,8,8-agent rotating population,game,Game only,defectors25,2 of 8 defectors,0,10,ordinary,,1.0,0.0,2,0
GPT-5 Nano,8,8-agent rotating population,game,Game only,defectors25,2 of 8 defectors,1,1,ordinary,,1.0,0.0,3,0
GPT-5 Nano,8,8-agent rotating population,game,Game only,defectors25,2 of 8 defectors,1,2,ordinary,,1.0,0.0,3,0
GPT-5 Nano,8,8-agent rotating population,game,Game only,defectors25,2 of 8 defectors,1,3,ordinary,,1.0,0.0,3,0
GPT-5 Nano,8,8-agent rotating population,game,Game only,defectors25,2 of 8 defectors,1,4,ordinary,,1.0,0.0,3,0
GPT-5 Nano,8,8-agent rotating population,game,Game only,defectors25,2 of 8 defectors,1,5,ordinary,,1.0,0.0,4,0
GPT-5 Nano,8,8-agent rotating population,game,Game only,defectors25,2 of 8 defectors,1,6,ordinary,,1.0,0.0,2,0
GPT-5 Nano,8,8-agent rotating population,game,Game only,defectors25,2 of 8 defectors,1,7,ordinary,,1.0,0.0,3,0
GPT-5 Nano,8,8-agent rotating population,game,Game only,defectors25,2 of 8 defectors,1,8,ordinary,,1.0,0.0,3,0
GPT-5 Nano,8,8-agent rotating population,game,Game only,defectors25,2 of 8 defectors,1,9,ordinary,,1.0,0.0,2,0
GPT-5 Nano,8,8-agent rotating population,game,Game only,defectors25,2 of 8 defectors,1,10,ordinary,,1.0,0.0,4,0
GPT-5 Nano,8,8-agent rotating population,game,Game only,defectors25,2 of 8 defectors,2,1,ordinary,,1.0,0.0,3,0
GPT-5 Nano,8,8-agent rotating population,game,Game only,defectors25,2 of 8 defectors,2,2,ordinary,,1.0,0.0,3,0
GPT-5 Nano,8,8-agent rotating population,game,Game only,defectors25,2 of 8 defectors,2,3,ordinary,,1.0,0.0,2,0
GPT-5 Nano,8,8-agent rotating population,game,Game only,defectors25,2 of 8 defectors,2,4,ordinary,,1.0,0.0,4,0
GPT-5 Nano,8,8-agent rotating population,game,Game only,defectors25,2 of 8 defectors,2,5,ordinary,,1.0,0.0,3,0
GPT-5 Nano,8,8-agent rotating population,game,Game only,defectors25,2 of 8 defectors,2,6,ordinary,,1.0,0.0,3,0
GPT-5 Nano,8,8-agent rotating population,game,Game only,defectors25,2 of 8 defectors,2,7,ordinary,,1.0,0.0,3,0
GPT-5 Nano,8,8-agent rotating population,game,Game only,defectors25,2 of 8 defectors,2,8,ordinary,,1.0,0.0,3,0
GPT-5 Nano,8,8-agent rotating population,game,Game only,defectors25,2 of 8 defectors,2,9,ordinary,,1.0,0.0,2,0
GPT-5 Nano,8,8-agent rotating population,game,Game only,defectors25,2 of 8 defectors,2,10,ordinary,,1.0,0.0,4,0
GPT-5 Nano,8,8-agent rotating population,game,Game only,defectors25,2 of 8 defectors,3,1,ordinary,0.0,0.6666666666666666,0.0,3,1
GPT-5 Nano,8,8-agent rotating population,game,Game only,defectors25,2 of 8 defectors,3,2,ordinary,,1.0,0.0,3,0
GPT-5 Nano,8,8-agent rotating population,game,Game only,defectors25,2 of 8 defectors,3,3,ordinary,,1.0,0.0,2,0
GPT-5 Nano,8,8-agent rotating population,game,Game only,defectors25,2 of 8 defectors,3,4,ordinary,,1.0,0.0,4,0
GPT-5 Nano,8,8-agent rotating population,game,Game only,defectors25,2 of 8 defectors,3,5,ordinary,,1.0,0.0,3,0
GPT-5 Nano,8,8-agent rotating population,game,Game only,defectors25,2 of 8 defectors,3,6,ordinary,,1.0,0.0,3,0
GPT-5 Nano,8,8-agent rotating population,game,Game only,defectors25,2 of 8 defectors,3,7,ordinary,,1.0,0.0,3,0
GPT-5 Nano,8,8-agent rotating population,game,Game only,defectors25,2 of 8 defectors,3,8,ordinary,,1.0,0.0,3,0
GPT-5 Nano,8,8-agent rotating population,game,Game only,defectors25,2 of 8 defectors,3,9,ordinary,,1.0,0.0,3,0
GPT-5 Nano,8,8-agent rotating population,game,Game only,defectors25,2 of 8 defectors,3,10,ordinary,,1.0,0.0,3,0
GPT-5 Nano,8,8-agent rotating population,game,Game only,defectors25,2 of 8 defectors,4,1,ordinary,,1.0,0.0,2,0
GPT-5 Nano,8,8-agent rotating population,game,Game only,defectors25,2 of 8 defectors,4,2,ordinary,,1.0,0.0,4,0
GPT-5 Nano,8,8-agent rotating population,game,Game only,defectors25,2 of 8 defectors,4,3,ordinary,,1.0,0.0,3,0
GPT-5 Nano,8,8-agent rotating population,game,Game only,defectors25,2 of 8 defectors,4,4,ordinary,,1.0,0.0,3,0
GPT-5 Nano,8,8-agent rotating population,game,Game only,defectors25,2 of 8 defectors,4,5,ordinary,,1.0,0.0,2,0
GPT-5 Nano,8,8-agent rotating population,game,Game only,defectors25,2 of 8 defectors,4,6,ordinary,,1.0,0.0,4,0
